index,failure_test_name,failure_file,failure_namespace_version,failure_kind,classification,failure_cause,dependency_on_V40I_source_changes,test_source_identical_to_pre_I,test_source_SHA256,pre_existing_failure_reproduced_without_V40I_source,baseline_commit,baseline_mode,independent_environment_or_missing_dependency,original_message,baseline_message,branch_test_note,forensic_source_changes_to_force_pass
27,tests.dayahead.test_v39g_shadow::test_frozen_grid_inequalities_match_original_algebra,tests\dayahead\test_v39g_shadow.py,v39g,failure,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,e5934cf93455e8c5b4f895a6d054e534d6998ed3aa411ae1c5301149f662d2dd,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v39g_day17_standby_temporal_repair_shadow\\V39G_FROZEN_GRID_COEFFICIENTS.npz',FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\v40i_prechange_tests\\dayahead\\artifacts\\v39g_day17_standby_temporal_repair_shadow\\V39G_FROZEN_GRID_COEFFICIENTS.npz',,False
28,tests.dayahead.test_v39g_shadow::test_production_sources_preserved,tests\dayahead\test_v39g_shadow.py,v39g,failure,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,e5934cf93455e8c5b4f895a6d054e534d6998ed3aa411ae1c5301149f662d2dd,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v39g_day17_standby_temporal_repair_shadow\\V39G_START_STATE.json',FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\v40i_prechange_tests\\dayahead\\artifacts\\v39g_day17_standby_temporal_repair_shadow\\V39G_START_STATE.json',,False
29,tests.dayahead.test_v39g_shadow::test_exact_C1_tables_are_monotone_for_box_elimination_proof,tests\dayahead\test_v39g_shadow.py,v39g,failure,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,e5934cf93455e8c5b4f895a6d054e534d6998ed3aa411ae1c5301149f662d2dd,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v39g_day17_standby_temporal_repair_shadow\\V39G_C1_INTEGER_TABLES.npz',FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\v40i_prechange_tests\\dayahead\\artifacts\\v39g_day17_standby_temporal_repair_shadow\\V39G_C1_INTEGER_TABLES.npz',,False
30,tests.dayahead.test_v39h_terminal_audit.TerminalAuditTests::test_gate_live_hold_and_unaffected,tests\dayahead\test_v39h_terminal_audit.py,v39h,failure,UNRELATED_PREEXISTING_LEGACY_STATE_FAILURE,PREEXISTING_MUTABLE_V39H_GATE_FIXTURE: release mask differs from old expected mask; file already modified in V40I START_GIT_STATUS,False,True,bd0f3426f199317b79cc1a53ffacd51f0fc14920cd1159a44883750af9107bd3,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,PRE_I_SOURCE_SAME_EXISTING_WORKSPACE_FIXTURES,False,AssertionError: False is not true,AssertionError: False is not true,,False
31,tests.dayahead.test_v39h_production_refreeze.SelectiveTests::test_cheap_readiness_is_31_without_v39i_gate,tests\dayahead\test_v39h_production_refreeze.py,v39h,failure,UNRELATED_PREEXISTING_LEGACY_STATE_FAILURE,LEGACY_MIGRATION_COUNT_FIXTURE: expected 76 vs persisted 105; same H-source assertion,False,True,04b310a9c1b46e103e1c09512d032bb972dfb73215460f9c11bb920c1f8efb30,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,False,AssertionError: 105 != 76,AssertionError: 105 != 76,,False
32,tests.dayahead.test_v39h_production_refreeze.SelectiveTests::test_frozen_production_loader_consumes_repaired_schedule,tests\dayahead\test_v39h_production_refreeze.py,v39h,failure,UNRELATED_PREEXISTING_LEGACY_STATE_FAILURE,LEGACY_REPAIRED_SCHEDULE_LOADER_MISMATCH: 8/96 occupancy slots differ by 1 GPU; H source with identical existing fixtures reproduces exactly,False,True,04b310a9c1b46e103e1c09512d032bb972dfb73215460f9c11bb920c1f8efb30,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,PRE_I_SOURCE_SAME_EXISTING_WORKSPACE_FIXTURES,False,"AssertionError: 
Arrays are not equal

Mismatched elements: 8 / 96 (8.33%)
Max absolute difference: 1.
Max relative difference: 0.00163399
 x: array([624., 624., 624., 624., 624., 621., 621., 621., 613., 604., 624.,
       624., 624., 624., 624., 624., 624., 624., 624., 624., 624., 623.,
       623., 623., 623., 623., 623., 623., 623., 621., 620., 620., 623.,...
 y: array([624, 624, 624, 624, 624, 620, 620, 620, 612, 604, 624, 624, 624,
       624, 624, 624, 624, 624, 624, 624, 624, 623, 623, 623, 623, 623,
       623, 623, 623, 621, 621, 621, 624, 623, 617, 617, 623, 620, 624,...","AssertionError: 
Arrays are not equal

Mismatched elements: 8 / 96 (8.33%)
Max absolute difference: 1.
Max relative difference: 0.00163399
 x: array([624., 624., 624., 624., 624., 621., 621., 621., 613., 604., 624.,
       624., 624., 624., 624., 624., 624., 624., 624., 624., 624., 623.,
       623., 623., 623., 623., 623., 623., 623., 621., 620., 620., 623.,...
 y: array([624, 624, 624, 624, 624, 620, 620, 620, 612, 604, 624, 624, 624,
       624, 624, 624, 624, 624, 624, 624, 624, 623, 623, 623, 623, 623,
       623, 623, 623, 621, 621, 621, 624, 623, 617, 617, 623, 620, 624,...",,False
33,tests.dayahead.test_v39h_production_refreeze.SelectiveTests::test_h_proofs_and_frozen_scientific_sources_untouched,tests\dayahead\test_v39h_production_refreeze.py,v39h,failure,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,04b310a9c1b46e103e1c09512d032bb972dfb73215460f9c11bb920c1f8efb30,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v39h_13day_temporal_repair_migration_shadow\\V39H_MODEL_CONTRACT.md',FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\v40i_prechange_tests\\dayahead\\artifacts\\v39h_production_refreeze_may_close\\PRODUCTION_CLOSE_START_STATE.json',,False
34,tests.dayahead.test_v39h_production_refreeze.SelectiveTests::test_may01_05_exact_result_reuse_and_immutable_files,tests\dayahead\test_v39h_production_refreeze.py,v39h,failure,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,04b310a9c1b46e103e1c09512d032bb972dfb73215460f9c11bb920c1f8efb30,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,PRE_I_SOURCE_SAME_EXISTING_WORKSPACE_FIXTURES,True,FileNotFoundError: [WinError 3] 지정된 경로를 찾을 수 없습니다: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v39e_full_may_2025\\certificates\\V39E_MAY_DAY_CERTIFICATE_2025-05-01.json',FileNotFoundError: [WinError 3] 지정된 경로를 찾을 수 없습니다: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v39e_full_may_2025\\certificates\\V39E_MAY_DAY_CERTIFICATE_2025-05-01.json',,False
35,tests.dayahead.test_v39h_shadow::test_final_results_work_no_migration_and_optimality,tests\dayahead\test_v39h_shadow.py,v39h,failure,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,06dd9c7c780a93246e8de9fb86cf32a3a1aee07418d1168cbaf4278080bd9c86,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,"AssertionError: Final evidence missing: 2025-05-06
assert False
 +  where False = exists()
 +    where exists = WindowsPath('C:/codex_mobileess_workspace/MobileESS_v40a_bounded_iterative_coopt/dayahead/artifacts/v39h_13day_temporal_repair_migration_shadow/days/2025-05-06/V39H_SHADOW_A_RESULT.json').exists","AssertionError: Final evidence missing: 2025-05-06
assert False
 +  where False = exists()
 +    where exists = WindowsPath('C:/codex_mobileess_workspace/v40i_prechange_tests/dayahead/artifacts/v39h_13day_temporal_repair_migration_shadow/days/2025-05-06/V39H_SHADOW_A_RESULT.json').exists",,False
36,tests.dayahead.test_v39h_shadow::test_may06_full_option_IIS_is_not_fixed_only_voltage_screen,tests\dayahead\test_v39h_shadow.py,v39h,failure,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,06dd9c7c780a93246e8de9fb86cf32a3a1aee07418d1168cbaf4278080bd9c86,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v39h_13day_temporal_repair_migration_shadow\\days\\2025-05-06\\V39H_SHADOW_A_IIS_SUMMARY.json',FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\v40i_prechange_tests\\dayahead\\artifacts\\v39h_13day_temporal_repair_migration_shadow\\days\\2025-05-06\\V39H_SHADOW_A_IIS_SUMMARY.json',,False
37,tests.dayahead.test_v39h_shadow::test_completed_grid_witness_reuse_is_bound_to_schedule,tests\dayahead\test_v39h_shadow.py,v39h,failure,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,06dd9c7c780a93246e8de9fb86cf32a3a1aee07418d1168cbaf4278080bd9c86,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v39h_13day_temporal_repair_migration_shadow\\V39H_PRE_ASSEMBLY_FORMULATION_SHA.json',FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\v40i_prechange_tests\\dayahead\\artifacts\\v39h_13day_temporal_repair_migration_shadow\\V39H_PRE_ASSEMBLY_FORMULATION_SHA.json',,False
38,tests.dayahead.test_v39h_shadow::test_existing_sources_and_old_artifacts_not_mutated,tests\dayahead\test_v39h_shadow.py,v39h,failure,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,06dd9c7c780a93246e8de9fb86cf32a3a1aee07418d1168cbaf4278080bd9c86,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v39h_13day_temporal_repair_migration_shadow\\V39H_START_STATE.json',FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\v40i_prechange_tests\\dayahead\\artifacts\\v39h_13day_temporal_repair_migration_shadow\\V39H_START_STATE.json',,False
39,tests.dayahead.test_v39i_minmax.FinalArtifactTests::test_certified_primary_exact_integer_equality,tests\dayahead\test_v39i_minmax.py,v39i,error,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,7115f5bd4a80e66545d011f0e627ec87171b4c966d1b6567488b930e36a18e65,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,"failed on setup with ""FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v39i_may25_26_primary_optimal_minmax_delay\\days\\2025-05-25\\V39I_MINMAX_DELAY_SCHEDULE.parquet'""","failed on setup with ""FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\v40i_prechange_tests\\dayahead\\artifacts\\v39i_may25_26_primary_optimal_minmax_delay\\days\\2025-05-25\\V39I_MINMAX_DELAY_SCHEDULE.parquet'""",,False
40,tests.dayahead.test_v39i_minmax.FinalArtifactTests::test_dmax_global_exactness_and_definition,tests\dayahead\test_v39i_minmax.py,v39i,error,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,7115f5bd4a80e66545d011f0e627ec87171b4c966d1b6567488b930e36a18e65,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,"failed on setup with ""FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v39i_may25_26_primary_optimal_minmax_delay\\days\\2025-05-25\\V39I_MINMAX_DELAY_SCHEDULE.parquet'""","failed on setup with ""FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\v40i_prechange_tests\\dayahead\\artifacts\\v39i_may25_26_primary_optimal_minmax_delay\\days\\2025-05-25\\V39I_MINMAX_DELAY_SCHEDULE.parquet'""",,False
41,tests.dayahead.test_v39i_minmax.FinalArtifactTests::test_frozen_sources_authorities_and_earlier_artifacts_unchanged,tests\dayahead\test_v39i_minmax.py,v39i,error,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,7115f5bd4a80e66545d011f0e627ec87171b4c966d1b6567488b930e36a18e65,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,"failed on setup with ""FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v39i_may25_26_primary_optimal_minmax_delay\\days\\2025-05-25\\V39I_MINMAX_DELAY_SCHEDULE.parquet'""","failed on setup with ""FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\v40i_prechange_tests\\dayahead\\artifacts\\v39i_may25_26_primary_optimal_minmax_delay\\days\\2025-05-25\\V39I_MINMAX_DELAY_SCHEDULE.parquet'""",,False
42,tests.dayahead.test_v39i_minmax.FinalArtifactTests::test_full_job_gpu_runtime_and_service_preservation,tests\dayahead\test_v39i_minmax.py,v39i,error,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,7115f5bd4a80e66545d011f0e627ec87171b4c966d1b6567488b930e36a18e65,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,"failed on setup with ""FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v39i_may25_26_primary_optimal_minmax_delay\\days\\2025-05-25\\V39I_MINMAX_DELAY_SCHEDULE.parquet'""","failed on setup with ""FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\v40i_prechange_tests\\dayahead\\artifacts\\v39i_may25_26_primary_optimal_minmax_delay\\days\\2025-05-25\\V39I_MINMAX_DELAY_SCHEDULE.parquet'""",,False
43,tests.dayahead.test_v39i_minmax.FinalArtifactTests::test_grid_independent_certificate_and_zero_violations,tests\dayahead\test_v39i_minmax.py,v39i,error,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,7115f5bd4a80e66545d011f0e627ec87171b4c966d1b6567488b930e36a18e65,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,"failed on setup with ""FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v39i_may25_26_primary_optimal_minmax_delay\\days\\2025-05-25\\V39I_MINMAX_DELAY_SCHEDULE.parquet'""","failed on setup with ""FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\v40i_prechange_tests\\dayahead\\artifacts\\v39i_may25_26_primary_optimal_minmax_delay\\days\\2025-05-25\\V39I_MINMAX_DELAY_SCHEDULE.parquet'""",,False
44,tests.dayahead.test_v39i_minmax.FinalArtifactTests::test_max_attaining_job_audit_is_complete,tests\dayahead\test_v39i_minmax.py,v39i,error,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,7115f5bd4a80e66545d011f0e627ec87171b4c966d1b6567488b930e36a18e65,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,"failed on setup with ""FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v39i_may25_26_primary_optimal_minmax_delay\\days\\2025-05-25\\V39I_MINMAX_DELAY_SCHEDULE.parquet'""","failed on setup with ""FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\v40i_prechange_tests\\dayahead\\artifacts\\v39i_may25_26_primary_optimal_minmax_delay\\days\\2025-05-25\\V39I_MINMAX_DELAY_SCHEDULE.parquet'""",,False
45,tests.dayahead.test_v39i_minmax.FinalArtifactTests::test_no_migration_or_forbidden_calls,tests\dayahead\test_v39i_minmax.py,v39i,error,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,7115f5bd4a80e66545d011f0e627ec87171b4c966d1b6567488b930e36a18e65,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,"failed on setup with ""FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v39i_may25_26_primary_optimal_minmax_delay\\days\\2025-05-25\\V39I_MINMAX_DELAY_SCHEDULE.parquet'""","failed on setup with ""FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\v40i_prechange_tests\\dayahead\\artifacts\\v39i_may25_26_primary_optimal_minmax_delay\\days\\2025-05-25\\V39I_MINMAX_DELAY_SCHEDULE.parquet'""",,False
46,tests.dayahead.test_v39i_minmax.FinalArtifactTests::test_saved_integer_occupancy_and_c1_witness,tests\dayahead\test_v39i_minmax.py,v39i,error,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,7115f5bd4a80e66545d011f0e627ec87171b4c966d1b6567488b930e36a18e65,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,"failed on setup with ""FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v39i_may25_26_primary_optimal_minmax_delay\\days\\2025-05-25\\V39I_MINMAX_DELAY_SCHEDULE.parquet'""","failed on setup with ""FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\v40i_prechange_tests\\dayahead\\artifacts\\v39i_may25_26_primary_optimal_minmax_delay\\days\\2025-05-25\\V39I_MINMAX_DELAY_SCHEDULE.parquet'""",,False
47,tests.dayahead.test_v39i_minmax.FinalArtifactTests::test_time_domain_exact_partition_no_offdomain_authority,tests\dayahead\test_v39i_minmax.py,v39i,error,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,HISTORICAL_ARTIFACT_OR_SOURCE_MISSING: see exact original/baseline failure message; current workspace lacks required historical cache/source/result,False,True,7115f5bd4a80e66545d011f0e627ec87171b4c966d1b6567488b930e36a18e65,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,"failed on setup with ""FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\MobileESS_v40a_bounded_iterative_coopt\\dayahead\\artifacts\\v39i_may25_26_primary_optimal_minmax_delay\\days\\2025-05-25\\V39I_MINMAX_DELAY_SCHEDULE.parquet'""","failed on setup with ""FileNotFoundError: [Errno 2] No such file or directory: 'C:\\codex_mobileess_workspace\\v40i_prechange_tests\\dayahead\\artifacts\\v39i_may25_26_primary_optimal_minmax_delay\\days\\2025-05-25\\V39I_MINMAX_DELAY_SCHEDULE.parquet'""",,False
48,tests.test_melbourne_aidc_april2025_scale_packet::test_v4r1_and_all_v17_candidate_files_are_byte_preserved,tests\test_melbourne_aidc_april2025_scale_packet.py,melbourne_aidc_april2025_scale_packet,failure,UNRELATED_PREEXISTING_FROZEN_ARTIFACT_FAILURE,HISTORICAL_FROZEN_ARTIFACT_HASH_OR_SIZE_MISMATCH: inherited files do not match older version seal; reproduced before I code exists,False,True,2b234e86a2cdd9e58f4628df9f00a5fc55b6ce095ad9b75bf4d93823e5059f46,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,False,"AssertionError: assert 38722 == 39526
 +  where 38722 = os.stat_result(st_mode=33206, st_ino=1407374885487118, st_dev=2426045862, st_nlink=1, st_uid=0, st_gid=0, st_size=38722, st_atime=1788603239, st_mtime=1788603239, st_ctime=1788603239).st_size
 +    where os.stat_result(st_mode=33206, st_ino=1407374885487118, st_dev=2426045862, st_nlink=1, st_uid=0, st_gid=0, st_size=38722, st_atime=1788603239, st_mtime=1788603239, st_ctime=1788603239) = stat()
 +      where stat = WindowsPath('C:/codex_mobileess_workspace/MobileESS_v40a_bounded_iterative_coopt/dayahead/artifacts/v17_candidate/V17_AIDC_FLEXIBLE_SCALE_ATTRITION_FORENSIC.json').stat","AssertionError: assert 38722 == 39526
 +  where 38722 = os.stat_result(st_mode=33206, st_ino=844424932170142, st_dev=2426045862, st_nlink=1, st_uid=0, st_gid=0, st_size=38722, st_atime=1788682819, st_mtime=1788682819, st_ctime=1788682819).st_size
 +    where os.stat_result(st_mode=33206, st_ino=844424932170142, st_dev=2426045862, st_nlink=1, st_uid=0, st_gid=0, st_size=38722, st_atime=1788682819, st_mtime=1788682819, st_ctime=1788682819) = stat()
 +      where stat = WindowsPath('C:/codex_mobileess_workspace/v40i_prechange_tests/dayahead/artifacts/v17_candidate/V17_AIDC_FLEXIBLE_SCALE_ATTRITION_FORENSIC.json').stat",,False
49,tests.test_pfr_mess_energy_recovery::test_joint_projection_restores_feasibility_across_multiple_trust_regions,tests\test_pfr_mess_energy_recovery.py,pfr,failure,UNRELATED_PREEXISTING_LEGACY_TEST_FAILURE,LEGACY_SYNTHETIC_QCP_ASSERTION: mock exact verifier rejects projected control; same assertion with H source and current solver environment. Numerical/library root cause not further established.,False,True,9bcb7afd9e12546d5de3dac8bea28438339b1bfa366b162aca841bf304c971a0,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,False,"AssertionError: assert False
 +  where False = ExactAcResult(passed=False, status='VIOLATION', fresh_instance=True, exact_three_phase_authority=True, minimum_voltage...ltage_pu=1.04, maximum_line_loading_fraction=1.3, maximum_transformer_loading_fraction=0.8, final_ac_violation_count=1).passed","AssertionError: assert False
 +  where False = ExactAcResult(passed=False, status='VIOLATION', fresh_instance=True, exact_three_phase_authority=True, minimum_voltage...ltage_pu=1.04, maximum_line_loading_fraction=1.3, maximum_transformer_loading_fraction=0.8, final_ac_violation_count=1).passed",,False
50,tests.test_shared_exact_source_preparation::test_exact_sources_are_prepared_once_and_reused_by_day_workers,tests\test_shared_exact_source_preparation.py,shared,failure,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,PLATFORM_UNSUPPORTED: Windows environment lacks POSIX locking required by old source-cache test,False,True,9638f44162e4f6c12790d28e50757bb47be6fd342af110b7eddf11188183185c,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,RuntimeError: shared exact-source preparation requires POSIX locking,RuntimeError: shared exact-source preparation requires POSIX locking,,False
51,tests.test_shared_exact_source_preparation::test_exact_source_cache_is_invalidated_by_source_identity,tests\test_shared_exact_source_preparation.py,shared,failure,UNRELATED_PREEXISTING_TEST_ENVIRONMENT_FAILURE,PLATFORM_UNSUPPORTED: Windows environment lacks POSIX locking required by old source-cache test,False,True,9638f44162e4f6c12790d28e50757bb47be6fd342af110b7eddf11188183185c,True,67458be58fa5923fa27c566b1d9ff77d9d10ec0c,ISOLATED_PRE_I_DETACHED_CHECKOUT,True,RuntimeError: shared exact-source preparation requires POSIX locking,RuntimeError: shared exact-source preparation requires POSIX locking,,False
