candidate,path,line,text
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v17_candidate\V17_EXTERNAL_SCI_FLEXIBLE_SHARE_ADMISSIBILITY.json,21,"      ""basis"": ""Three Alibaba production batch clusters and a data-driven job-level power mapping."","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v17_candidate\V17_EXTERNAL_SCI_FLEXIBLE_SHARE_ADMISSIBILITY.json,65,"    ""citation"": ""A. Caprara, Y. Yu, F. Teng, A. Junyent-Ferre, E. Bullich-Massague, and M. Aragues-Penalba, Data center workload flexibility for power system demand response: Evidence from Alibaba traces, International Journal of Electrical Power & Energy Systems 178 (2026) 111940."","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v17_candidate\V17_EXTERNAL_SCI_FLEXIBLE_SHARE_ADMISSIBILITY.json,111,"      ""denominator"": ""Average total estimated GPU-side power of all modeled Alibaba MLaaS tasks over the common trace interval. Because all bins share the same interval, the power share is also an energy-share ratio for that modeled GPU trace."","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v17_candidate\V17_EXTERNAL_SCI_FLEXIBLE_SHARE_ADMISSIBILITY.json,124,"      ""time_aggregation"": ""A-posteriori latency-class distribution over the cleaned two-month Alibaba MLaaS trace. It is distinct from the one-week LAD-Flex activation study."""
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v17_candidate\V17_EXTERNAL_SCI_FLEXIBLE_SHARE_ADMISSIBILITY.json,190,"        ""rejection"": ""Assumes a 70-percent flexible workload share in simulation instead of estimating it from the Alibaba trace."","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,7,"      ""absolute_path"": ""C:\\Users\\kjw39\\OneDrive\\Desktop\\4-2\\Mobile ESS\\raw데이터\\데이터 센터\\Alibaba GPU Cluster Trace v2026 Job execution summary\\Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행.html"","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,11,"      ""relative_path"": ""Alibaba GPU Cluster Trace v2026 Job execution summary\\Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행.html"","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,16,"      ""absolute_path"": ""C:\\Users\\kjw39\\OneDrive\\Desktop\\4-2\\Mobile ESS\\raw데이터\\데이터 센터\\Alibaba GPU Cluster Trace v2026 Job execution summary\\Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행_files\\6f337260-dfe3-411a-b075-86b8c0bc11be.png"","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,20,"      ""relative_path"": ""Alibaba GPU Cluster Trace v2026 Job execution summary\\Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행_files\\6f337260-dfe3-411a-b075-86b8c0bc11be.png"","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,25,"      ""absolute_path"": ""C:\\Users\\kjw39\\OneDrive\\Desktop\\4-2\\Mobile ESS\\raw데이터\\데이터 센터\\Alibaba GPU Cluster Trace v2026 Job execution summary\\Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행_files\\AnimatedMascot-dx2jnhv5.css"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,457,"      ""absolute_path"": ""C:\\Users\\kjw39\\OneDrive\\Desktop\\4-2\\Mobile ESS\\raw데이터\\데이터 센터\\BurstGPT v2.0 장기 LLM 추론 요청 데이터\\BurstGPT_1.csv"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,461,"      ""relative_path"": ""BurstGPT v2.0 장기 LLM 추론 요청 데이터\\BurstGPT_1.csv"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,466,"      ""absolute_path"": ""C:\\Users\\kjw39\\OneDrive\\Desktop\\4-2\\Mobile ESS\\raw데이터\\데이터 센터\\BurstGPT v2.0 장기 LLM 추론 요청 데이터\\BurstGPT_2.csv"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,470,"      ""relative_path"": ""BurstGPT v2.0 장기 LLM 추론 요청 데이터\\BurstGPT_2.csv"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,475,"      ""absolute_path"": ""C:\\Users\\kjw39\\OneDrive\\Desktop\\4-2\\Mobile ESS\\raw데이터\\데이터 센터\\BurstGPT v2.0 장기 LLM 추론 요청 데이터\\BurstGPT_3.csv"","
AzureLLM,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,682,"      ""absolute_path"": ""C:\\Users\\kjw39\\OneDrive\\Desktop\\4-2\\Mobile ESS\\raw데이터\\데이터 센터\\Microsoft Azure LLM Inference Dataset 2024\\AzureLLMInferenceTrace_conv_1week.csv"","
AzureLLM,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,686,"      ""relative_path"": ""Microsoft Azure LLM Inference Dataset 2024\\AzureLLMInferenceTrace_conv_1week.csv"","
AzureLLM,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,691,"      ""absolute_path"": ""C:\\Users\\kjw39\\OneDrive\\Desktop\\4-2\\Mobile ESS\\raw데이터\\데이터 센터\\Microsoft Azure LLM Inference Dataset 2024\\AzurePublicDataset-AzureLLMInferenceDataset2024.md at master · Azure-AzurePublicDataset.url"","
AzureLLM,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,695,"      ""relative_path"": ""Microsoft Azure LLM Inference Dataset 2024\\AzurePublicDataset-AzureLLMInferenceDataset2024.md at master · Azure-AzurePublicDataset.url"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,583,"      ""absolute_path"": ""C:\\Users\\kjw39\\OneDrive\\Desktop\\4-2\\Mobile ESS\\raw데이터\\데이터 센터\\Eagle Jobs + Additional Energy Metrics\\NLR HPC Eagle Jobs Data and Additional Energy Metrics - NLR Data Catalog.url"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,587,"      ""relative_path"": ""Eagle Jobs + Additional Energy Metrics\\NLR HPC Eagle Jobs Data and Additional Energy Metrics - NLR Data Catalog.url"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,592,"      ""absolute_path"": ""C:\\Users\\kjw39\\OneDrive\\Desktop\\4-2\\Mobile ESS\\raw데이터\\데이터 센터\\Eagle Jobs + Additional Energy Metrics\\esif.hpc.eagle.job-anon-energy-metrics.zip"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,596,"      ""relative_path"": ""Eagle Jobs + Additional Energy Metrics\\esif.hpc.eagle.job-anon-energy-metrics.zip"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,729,"      ""absolute_path"": ""C:\\Users\\kjw39\\OneDrive\\Desktop\\4-2\\Mobile ESS\\raw데이터\\데이터 센터\\NLR Eagle Jobs + Energy Metrics\\NLR HPC Eagle Jobs Data and Additional Energy Metrics - NLR Data Catalog.url"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,601,"      ""absolute_path"": ""C:\\Users\\kjw39\\OneDrive\\Desktop\\4-2\\Mobile ESS\\raw데이터\\데이터 센터\\Eagle 전체 node 전력\\NLR HPC Eagle Node Power Data - NLR Data Catalog.url"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,605,"      ""relative_path"": ""Eagle 전체 node 전력\\NLR HPC Eagle Node Power Data - NLR Data Catalog.url"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,610,"      ""absolute_path"": ""C:\\Users\\kjw39\\OneDrive\\Desktop\\4-2\\Mobile ESS\\raw데이터\\데이터 센터\\Eagle 전체 node 전력\\esif.hpc.eagle.ilo-power.2023.zip"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,614,"      ""relative_path"": ""Eagle 전체 node 전력\\esif.hpc.eagle.ilo-power.2023.zip"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,619,"      ""absolute_path"": ""C:\\Users\\kjw39\\OneDrive\\Desktop\\4-2\\Mobile ESS\\raw데이터\\데이터 센터\\Eagle 전체 node 전력\\esif.hpc.eagle.ilo-power.2024.zip"","
ERA5,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,673,"      ""absolute_path"": ""C:\\Users\\kjw39\\OneDrive\\Desktop\\4-2\\Mobile ESS\\raw데이터\\데이터 센터\\Melbourne 장기 외기 데이터\\ERA5-Land hourly data from 1950 to present.url"","
ERA5,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v24t_thermal_aware_aidc\V24T_RAW_DATA_INVENTORY.json,677,"      ""relative_path"": ""Melbourne 장기 외기 데이터\\ERA5-Land hourly data from 1950 to present.url"","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,1599,"        ""relative_path"": ""데이터 센터/Alibaba GPU Cluster Trace v2026 Job execution summary/Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행.html"","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,1604,"        ""relative_path"": ""데이터 센터/Alibaba GPU Cluster Trace v2026 Job execution summary/Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행_files/6f337260-dfe3-411a-b075-86b8c0bc11be.png"","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,1609,"        ""relative_path"": ""데이터 센터/Alibaba GPU Cluster Trace v2026 Job execution summary/Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행_files/AnimatedMascot-dx2jnhv5.css"","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,1614,"        ""relative_path"": ""데이터 센터/Alibaba GPU Cluster Trace v2026 Job execution summary/Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행_files/DatePicker-lvtkn77u.css"","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,1619,"        ""relative_path"": ""데이터 센터/Alibaba GPU Cluster Trace v2026 Job execution summary/Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행_files/Image-nnxrmk5d.css"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,1849,"        ""relative_path"": ""데이터 센터/BurstGPT v2.0 장기 LLM 추론 요청 데이터/BurstGPT_1.csv"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,1854,"        ""relative_path"": ""데이터 센터/BurstGPT v2.0 장기 LLM 추론 요청 데이터/BurstGPT_2.csv"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,1859,"        ""relative_path"": ""데이터 센터/BurstGPT v2.0 장기 LLM 추론 요청 데이터/BurstGPT_3.csv"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,1864,"        ""relative_path"": ""데이터 센터/BurstGPT v2.0 장기 LLM 추론 요청 데이터/BurstGPT_without_fails_1.csv"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,1869,"        ""relative_path"": ""데이터 센터/BurstGPT v2.0 장기 LLM 추론 요청 데이터/BurstGPT_without_fails_2.csv"","
AzureLLM,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,1974,"        ""relative_path"": ""데이터 센터/Microsoft Azure LLM Inference Dataset 2024/AzureLLMInferenceTrace_conv_1week.csv"","
AzureLLM,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,1979,"        ""relative_path"": ""데이터 센터/Microsoft Azure LLM Inference Dataset 2024/AzurePublicDataset-AzureLLMInferenceDataset2024.md at master · Azure-AzurePublicDataset.url"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,1919,"        ""relative_path"": ""데이터 센터/Eagle Jobs + Additional Energy Metrics/NLR HPC Eagle Jobs Data and Additional Energy Metrics - NLR Data Catalog.url"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,1924,"        ""relative_path"": ""데이터 센터/Eagle Jobs + Additional Energy Metrics/esif.hpc.eagle.job-anon-energy-metrics.zip"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,1999,"        ""relative_path"": ""데이터 센터/NLR Eagle Jobs + Energy Metrics/NLR HPC Eagle Jobs Data and Additional Energy Metrics - NLR Data Catalog.url"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,2004,"        ""relative_path"": ""데이터 센터/NLR Eagle Jobs + Energy Metrics/datacard.md"","
EagleJobs,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,2009,"        ""relative_path"": ""데이터 센터/NLR Eagle Jobs + Energy Metrics/esif.hpc.eagle.job-anon-energy-metrics.zip"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,1929,"        ""relative_path"": ""데이터 센터/Eagle 전체 node 전력/NLR HPC Eagle Node Power Data - NLR Data Catalog.url"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,1934,"        ""relative_path"": ""데이터 센터/Eagle 전체 node 전력/esif.hpc.eagle.ilo-power.2023.zip"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,1939,"        ""relative_path"": ""데이터 센터/Eagle 전체 node 전력/esif.hpc.eagle.ilo-power.2024.zip"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,2014,"        ""relative_path"": ""데이터 센터/NLR HPC Eagle 장기 노드 전력 데이터/NLR HPC Eagle Node Power Data - NLR Data Catalog.url"","
EagleNodePower,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,2019,"        ""relative_path"": ""데이터 센터/NLR HPC Eagle 장기 노드 전력 데이터/esif.hpc.eagle.ilo-power.2019.zip"","
DISPATCHPRICE,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,209,"        ""relative_path"": ""2024 DISPATCHPRICE/PUBLIC_ARCHIVE#DISPATCHPRICE#FILE01#202408010000.zip"","
DISPATCHPRICE,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,214,"        ""relative_path"": ""2024 DISPATCHPRICE/PUBLIC_ARCHIVE#DISPATCHPRICE#FILE01#202409010000.zip"","
DISPATCHPRICE,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,219,"        ""relative_path"": ""2024 DISPATCHPRICE/PUBLIC_ARCHIVE#DISPATCHPRICE#FILE01#202410010000.zip"","
DISPATCHPRICE,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,224,"        ""relative_path"": ""2024 DISPATCHPRICE/PUBLIC_ARCHIVE#DISPATCHPRICE#FILE01#202411010000.zip"","
DISPATCHPRICE,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,229,"        ""relative_path"": ""2024 DISPATCHPRICE/PUBLIC_ARCHIVE#DISPATCHPRICE#FILE01#202412010000.zip"","
AEMOGeneration,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,389,"        ""relative_path"": ""AEMO Generation Information/AEMO - Generation information.url"","
AEMOGeneration,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,394,"        ""relative_path"": ""AEMO Generation Information/NEM Generation Information July 2025.xlsx"","
AEMOGeneration,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,399,"        ""relative_path"": ""AEMO Generation Information/NEM Generation Information Oct 2025.xlsx"","
AEMOGeneration,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,404,"        ""relative_path"": ""AEMO Generation Information/NEM-Generation-Information-April-2025.xlsx"","
AEMOGeneration,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,409,"        ""relative_path"": ""AEMO Generation Information/NEM-Generation-Information-January-2025.xlsx"","
JemenaZone,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,809,"        ""relative_path"": ""Jemena 2025 zone-substation/zone substations.zip"","
JemenaLoops,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,824,"        ""relative_path"": ""Jemena subtransmission loops/sub-transmission loops.zip"","
RIPE_MLab,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,864,"        ""relative_path"": ""WAN/M-Lab.zip"","
RIPE_MLab,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,869,"        ""relative_path"": ""WAN/M-Lab/mlab_melbourne_2025_01.csv.csv"","
RIPE_MLab,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,874,"        ""relative_path"": ""WAN/M-Lab/mlab_melbourne_2025_02.csv.csv"","
RIPE_MLab,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,879,"        ""relative_path"": ""WAN/M-Lab/mlab_melbourne_2025_03.csv.csv"","
RIPE_MLab,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,884,"        ""relative_path"": ""WAN/M-Lab/mlab_melbourne_2025_04.csv.csv"","
ERA5,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r1_heavy_backend\V28R1_PRECHANGE_PRESERVATION_MANIFEST.json,1969,"        ""relative_path"": ""데이터 센터/Melbourne 장기 외기 데이터/ERA5-Land hourly data from 1950 to present.url"","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1502,"        ""relative_path"": ""데이터 센터/Alibaba GPU Cluster Trace v2026 Job execution summary/Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행.html"","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1507,"        ""relative_path"": ""데이터 센터/Alibaba GPU Cluster Trace v2026 Job execution summary/Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행_files/6f337260-dfe3-411a-b075-86b8c0bc11be.png"","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1512,"        ""relative_path"": ""데이터 센터/Alibaba GPU Cluster Trace v2026 Job execution summary/Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행_files/AnimatedMascot-dx2jnhv5.css"","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1517,"        ""relative_path"": ""데이터 센터/Alibaba GPU Cluster Trace v2026 Job execution summary/Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행_files/DatePicker-lvtkn77u.css"","
Alibaba,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1522,"        ""relative_path"": ""데이터 센터/Alibaba GPU Cluster Trace v2026 Job execution summary/Mobile ESS - 브랜치 · 브랜치 · 트러블슈팅 진행_files/Image-nnxrmk5d.css"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1752,"        ""relative_path"": ""데이터 센터/BurstGPT v2.0 장기 LLM 추론 요청 데이터/BurstGPT_1.csv"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1757,"        ""relative_path"": ""데이터 센터/BurstGPT v2.0 장기 LLM 추론 요청 데이터/BurstGPT_2.csv"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1762,"        ""relative_path"": ""데이터 센터/BurstGPT v2.0 장기 LLM 추론 요청 데이터/BurstGPT_3.csv"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1767,"        ""relative_path"": ""데이터 센터/BurstGPT v2.0 장기 LLM 추론 요청 데이터/BurstGPT_without_fails_1.csv"","
BurstGPT,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1772,"        ""relative_path"": ""데이터 센터/BurstGPT v2.0 장기 LLM 추론 요청 데이터/BurstGPT_without_fails_2.csv"","
AzureLLM,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v28r2_heavy_backend\V28R2_PRECHANGE_PRESERVATION_MANIFEST.json,1877,"        ""relative_path"": ""데이터 센터/Microsoft Azure LLM Inference Dataset 2024/AzureLLMInferenceTrace_conv_1week.csv"","
