dataset_id,dataset_name,local_path,official_source_name,official_source_url,role,classification,final_V41R4_used,used_for,direct_or_indirect,preprocessing_output,consuming_code,consuming_artifact,SHA/source authority,first relevant version,final relevant version,paper_citation_required,paper_section,notes,evidence_level,source_kind,citation_group
PS01,TPG Telecom Richmond [S_AAPT_INFLECT],D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json,TPG Telecom Richmond,https://inflect.com/building/180-burnley-street-richmond/tpg-telecom/datacenter/aapt-richmond-melbourne,PUBLISHED_CAPACITY_OR_UTILITY_FORECAST_PARAMETER,MODEL_PARAMETER_OR_VALIDATION,YES,AIDC04 IT-equivalent capacity 1.8846153846153846 MW,INDIRECT_SOFTWARE_OR_ENGINEERING_PARAMETER,V22SR1 harmonized capacities / unique-host forecast denominator → rho → frozen AIDC IT anchor,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\v37\aidc_materializer.py,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_FINAL_IEEE123_AIDC_SCALE.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SCALING_METHOD_FREEZE.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3i_semiempirical_h100_gpu_slot_power_bridge\V35R3I_FROZEN_AIDC_POWER_SCALE_AUDIT.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3j_aidc_it_scale_consistency_freeze\V35R3J_SCALE_METHOD_DECISION.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SOURCE_REVERIFICATION.json,S_AAPT_INFLECT; stored source registry / parameter authority hashes; no downloaded-source SHA when registry null,V22S / V22SR1,V41R4 May 2025,YES,Methods / Melbourne-informed equivalent scale,Not measured site electricity or an actual connection map. Retain recorded source grade F. Published estimates/nameplates can be secondary evidence; do not relabel them as operator metering.,CODE_AND_ARTIFACT_BINDING,EXTERNAL_PUBLISHED_PARAMETER,PARAMETER_VALIDATION
PS02,CDC Independent Valuation - 31 March 2025 [S_CDC_INFRATIL_2025],D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json,CDC Independent Valuation - 31 March 2025,https://infratil.com/news/cdc-independent-valuation-31-march-2025/cdc-independent-valuation-31-march-2025/,PUBLISHED_CAPACITY_OR_UTILITY_FORECAST_PARAMETER,MODEL_PARAMETER_OR_VALIDATION,YES,AIDC10 IT-equivalent capacity 34.0 MW,INDIRECT_SOFTWARE_OR_ENGINEERING_PARAMETER,V22SR1 harmonized capacities / unique-host forecast denominator → rho → frozen AIDC IT anchor,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\v37\aidc_materializer.py,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_FINAL_IEEE123_AIDC_SCALE.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SCALING_METHOD_FREEZE.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3i_semiempirical_h100_gpu_slot_power_bridge\V35R3I_FROZEN_AIDC_POWER_SCALE_AUDIT.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3j_aidc_it_scale_consistency_freeze\V35R3J_SCALE_METHOD_DECISION.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SOURCE_REVERIFICATION.json,S_CDC_INFRATIL_2025; stored source registry / parameter authority hashes; no downloaded-source SHA when registry null,V22S / V22SR1,V41R4 May 2025,YES,Methods / Melbourne-informed equivalent scale,Not measured site electricity or an actual connection map. Retain recorded source grade B. Published estimates/nameplates can be secondary evidence; do not relabel them as operator metering.,CODE_AND_ARTIFACT_BINDING,EXTERNAL_PUBLISHED_PARAMETER,PARAMETER_VALIDATION
PS03,2024 Transmission Connection Planning Report [S_DPTS_TCPR_REACCESS],D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json,2024 Transmission Connection Planning Report,https://www.jemena.com.au/siteassets/asset-folder/documents/electricity/2024-tcpr.pdf,PUBLISHED_CAPACITY_OR_UTILITY_FORECAST_PARAMETER,MODEL_PARAMETER_OR_VALIDATION,YES,HOST_DPTS 2025 forecast peak 276.75199999999995 MW,INDIRECT_SOFTWARE_OR_ENGINEERING_PARAMETER,V22SR1 harmonized capacities / unique-host forecast denominator → rho → frozen AIDC IT anchor,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\v37\aidc_materializer.py,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_FINAL_IEEE123_AIDC_SCALE.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SCALING_METHOD_FREEZE.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3i_semiempirical_h100_gpu_slot_power_bridge\V35R3I_FROZEN_AIDC_POWER_SCALE_AUDIT.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3j_aidc_it_scale_consistency_freeze\V35R3J_SCALE_METHOD_DECISION.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SOURCE_REVERIFICATION.json,S_DPTS_TCPR_REACCESS; stored source registry / parameter authority hashes; no downloaded-source SHA when registry null,V22S / V22SR1,V41R4 May 2025,YES,Methods / Melbourne-informed equivalent scale,Not measured site electricity or an actual connection map. Retain recorded source grade C_DNSP_JOINT_TCPR. Published estimates/nameplates can be secondary evidence; do not relabel them as operator metering.,CODE_AND_ARTIFACT_BINDING,EXTERNAL_PUBLISHED_PARAMETER,PARAMETER_VALIDATION
PS04,Locations of Fujitsu data centres [S_FUJITSU_OFFICIAL],D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json,Locations of Fujitsu data centres,https://global.fujitsu/en-apac/local/about-data-centres,PUBLISHED_CAPACITY_OR_UTILITY_FORECAST_PARAMETER,MODEL_PARAMETER_OR_VALIDATION,YES,AIDC03 IT-equivalent capacity 28.0 MW,INDIRECT_SOFTWARE_OR_ENGINEERING_PARAMETER,V22SR1 harmonized capacities / unique-host forecast denominator → rho → frozen AIDC IT anchor,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\v37\aidc_materializer.py,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_FINAL_IEEE123_AIDC_SCALE.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SCALING_METHOD_FREEZE.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3i_semiempirical_h100_gpu_slot_power_bridge\V35R3I_FROZEN_AIDC_POWER_SCALE_AUDIT.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3j_aidc_it_scale_consistency_freeze\V35R3J_SCALE_METHOD_DECISION.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SOURCE_REVERIFICATION.json,S_FUJITSU_OFFICIAL; stored source registry / parameter authority hashes; no downloaded-source SHA when registry null,V22S / V22SR1,V41R4 May 2025,YES,Methods / Melbourne-informed equivalent scale,Not measured site electricity or an actual connection map. Retain recorded source grade A. Published estimates/nameplates can be secondary evidence; do not relabel them as operator metering.,CODE_AND_ARTIFACT_BINDING,EXTERNAL_PUBLISHED_PARAMETER,PARAMETER_VALIDATION
PS05,AusNet Distribution Annual Planning Report 2025-2029 [S_HOST_AUSNET],D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json,AusNet Distribution Annual Planning Report 2025-2029,https://dapr.ausnetservices.com.au/AusNet%20Services_DAPR%202025-2029_v2.pdf,PUBLISHED_CAPACITY_OR_UTILITY_FORECAST_PARAMETER,MODEL_PARAMETER_OR_VALIDATION,YES,HOST_BWR 2025 forecast peak 52.865 MW,INDIRECT_SOFTWARE_OR_ENGINEERING_PARAMETER,V22SR1 harmonized capacities / unique-host forecast denominator → rho → frozen AIDC IT anchor,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\v37\aidc_materializer.py,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_FINAL_IEEE123_AIDC_SCALE.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SCALING_METHOD_FREEZE.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3i_semiempirical_h100_gpu_slot_power_bridge\V35R3I_FROZEN_AIDC_POWER_SCALE_AUDIT.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3j_aidc_it_scale_consistency_freeze\V35R3J_SCALE_METHOD_DECISION.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SOURCE_REVERIFICATION.json,S_HOST_AUSNET; stored source registry / parameter authority hashes; no downloaded-source SHA when registry null,V22S / V22SR1,V41R4 May 2025,YES,Methods / Melbourne-informed equivalent scale,Not measured site electricity or an actual connection map. Retain recorded source grade C. Published estimates/nameplates can be secondary evidence; do not relabel them as operator metering.,CODE_AND_ARTIFACT_BINDING,EXTERNAL_PUBLISHED_PARAMETER,PARAMETER_VALIDATION
PS06,CitiPower 2024 DAPR network data [S_HOST_CITY],D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json,CitiPower 2024 DAPR network data,https://www.powercor.com.au/network-planning-and-projects/network-data/,PUBLISHED_CAPACITY_OR_UTILITY_FORECAST_PARAMETER,MODEL_PARAMETER_OR_VALIDATION,YES,HOST_R 2025 forecast peak 31.9 MW; HOST_PM 2025 forecast peak 14.4336 MW; HOST_VM 2025 forecast peak 59.8554 MW,INDIRECT_SOFTWARE_OR_ENGINEERING_PARAMETER,V22SR1 harmonized capacities / unique-host forecast denominator → rho → frozen AIDC IT anchor,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\v37\aidc_materializer.py,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_FINAL_IEEE123_AIDC_SCALE.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SCALING_METHOD_FREEZE.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3i_semiempirical_h100_gpu_slot_power_bridge\V35R3I_FROZEN_AIDC_POWER_SCALE_AUDIT.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3j_aidc_it_scale_consistency_freeze\V35R3J_SCALE_METHOD_DECISION.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SOURCE_REVERIFICATION.json,S_HOST_CITY; stored source registry / parameter authority hashes; no downloaded-source SHA when registry null,V22S / V22SR1,V41R4 May 2025,YES,Methods / Melbourne-informed equivalent scale,Not measured site electricity or an actual connection map. Retain recorded source grade C. Published estimates/nameplates can be secondary evidence; do not relabel them as operator metering.,CODE_AND_ARTIFACT_BINDING,EXTERNAL_PUBLISHED_PARAMETER,PARAMETER_VALIDATION
PS07,Jemena 2024 Distribution Annual Planning Report [S_HOST_JEMENA],D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json,Jemena 2024 Distribution Annual Planning Report,https://www.jemena.com.au/siteassets/asset-folder/documents/electricity/2024-distribution-annual-planning-report.pdf,PUBLISHED_CAPACITY_OR_UTILITY_FORECAST_PARAMETER,MODEL_PARAMETER_OR_VALIDATION,YES,HOST_TMA 2025 forecast peak 23.43 MW; HOST_FW 2025 forecast peak 36.16 MW; HOST_TH 2025 forecast peak 25.47 MW,INDIRECT_SOFTWARE_OR_ENGINEERING_PARAMETER,V22SR1 harmonized capacities / unique-host forecast denominator → rho → frozen AIDC IT anchor,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\v37\aidc_materializer.py,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_FINAL_IEEE123_AIDC_SCALE.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SCALING_METHOD_FREEZE.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3i_semiempirical_h100_gpu_slot_power_bridge\V35R3I_FROZEN_AIDC_POWER_SCALE_AUDIT.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3j_aidc_it_scale_consistency_freeze\V35R3J_SCALE_METHOD_DECISION.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SOURCE_REVERIFICATION.json,S_HOST_JEMENA; stored source registry / parameter authority hashes; no downloaded-source SHA when registry null,V22S / V22SR1,V41R4 May 2025,YES,Methods / Melbourne-informed equivalent scale,Not measured site electricity or an actual connection map. Retain recorded source grade C. Published estimates/nameplates can be secondary evidence; do not relabel them as operator metering.,CODE_AND_ARTIFACT_BINDING,EXTERNAL_PUBLISHED_PARAMETER,PARAMETER_VALIDATION
PS08,United Energy 2024 DAPR Max Demand Template [S_HOST_UE],D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json,United Energy 2024 DAPR Max Demand Template,https://media.unitedenergy.com.au/reports/2024-DAPR-Max-Demand-Template-United-Energy.xlsx,PUBLISHED_CAPACITY_OR_UTILITY_FORECAST_PARAMETER,MODEL_PARAMETER_OR_VALIDATION,YES,HOST_NP 2025 forecast peak 50.81 MW; HOST_NW 2025 forecast peak 56.47 MW,INDIRECT_SOFTWARE_OR_ENGINEERING_PARAMETER,V22SR1 harmonized capacities / unique-host forecast denominator → rho → frozen AIDC IT anchor,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\v37\aidc_materializer.py,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_FINAL_IEEE123_AIDC_SCALE.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SCALING_METHOD_FREEZE.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3i_semiempirical_h100_gpu_slot_power_bridge\V35R3I_FROZEN_AIDC_POWER_SCALE_AUDIT.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3j_aidc_it_scale_consistency_freeze\V35R3J_SCALE_METHOD_DECISION.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SOURCE_REVERIFICATION.json,S_HOST_UE; stored source registry / parameter authority hashes; no downloaded-source SHA when registry null,V22S / V22SR1,V41R4 May 2025,YES,Methods / Melbourne-informed equivalent scale,Not measured site electricity or an actual connection map. Retain recorded source grade C. Published estimates/nameplates can be secondary evidence; do not relabel them as operator metering.,CODE_AND_ARTIFACT_BINDING,EXTERNAL_PUBLISHED_PARAMETER,PARAMETER_VALIDATION
PS09,Metronode opens second Melbourne data centre [S_ME4_ITNEWS],D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json,Metronode opens second Melbourne data centre,https://www.itnews.com.au/news/metronode-opens-second-melbourne-data-centre-310603,PUBLISHED_CAPACITY_OR_UTILITY_FORECAST_PARAMETER,MODEL_PARAMETER_OR_VALIDATION,YES,AIDC01 IT-equivalent capacity 12.0 MW,INDIRECT_SOFTWARE_OR_ENGINEERING_PARAMETER,V22SR1 harmonized capacities / unique-host forecast denominator → rho → frozen AIDC IT anchor,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\v37\aidc_materializer.py,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_FINAL_IEEE123_AIDC_SCALE.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SCALING_METHOD_FREEZE.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3i_semiempirical_h100_gpu_slot_power_bridge\V35R3I_FROZEN_AIDC_POWER_SCALE_AUDIT.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3j_aidc_it_scale_consistency_freeze\V35R3J_SCALE_METHOD_DECISION.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SOURCE_REVERIFICATION.json,S_ME4_ITNEWS; stored source registry / parameter authority hashes; no downloaded-source SHA when registry null,V22S / V22SR1,V41R4 May 2025,YES,Methods / Melbourne-informed equivalent scale,Not measured site electricity or an actual connection map. Retain recorded source grade E. Published estimates/nameplates can be secondary evidence; do not relabel them as operator metering.,CODE_AND_ARTIFACT_BINDING,EXTERNAL_PUBLISHED_PARAMETER,PARAMETER_VALIDATION
PS10,ME5 Melbourne data center [S_ME5_EQX],D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json,ME5 Melbourne data center,https://www.equinix.com/data-centers/asia-pacific-colocation/australia-colocation/melbourne-data-centers/me5,PUBLISHED_CAPACITY_OR_UTILITY_FORECAST_PARAMETER,MODEL_PARAMETER_OR_VALIDATION,YES,AIDC09 IT-equivalent capacity 2.346153846153846 MW,INDIRECT_SOFTWARE_OR_ENGINEERING_PARAMETER,V22SR1 harmonized capacities / unique-host forecast denominator → rho → frozen AIDC IT anchor,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\v37\aidc_materializer.py,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_FINAL_IEEE123_AIDC_SCALE.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SCALING_METHOD_FREEZE.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3i_semiempirical_h100_gpu_slot_power_bridge\V35R3I_FROZEN_AIDC_POWER_SCALE_AUDIT.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3j_aidc_it_scale_consistency_freeze\V35R3J_SCALE_METHOD_DECISION.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SOURCE_REVERIFICATION.json,S_ME5_EQX; stored source registry / parameter authority hashes; no downloaded-source SHA when registry null,V22S / V22SR1,V41R4 May 2025,YES,Methods / Melbourne-informed equivalent scale,Not measured site electricity or an actual connection map. Retain recorded source grade A. Published estimates/nameplates can be secondary evidence; do not relabel them as operator metering.,CODE_AND_ARTIFACT_BINDING,EXTERNAL_PUBLISHED_PARAMETER,PARAMETER_VALIDATION
PS11,Digital Realty ICN10 / PlatformDIGITAL APAC portfolio presentation [S_MEL11_DLR_HISTORICAL_2020],D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json,Digital Realty ICN10 / PlatformDIGITAL APAC portfolio presentation,https://www.scribd.com/document/636422146/ICN10-Presentation,PUBLISHED_CAPACITY_OR_UTILITY_FORECAST_PARAMETER,MODEL_PARAMETER_OR_VALIDATION,YES,AIDC11 IT-equivalent capacity 7.02 MW,INDIRECT_SOFTWARE_OR_ENGINEERING_PARAMETER,V22SR1 harmonized capacities / unique-host forecast denominator → rho → frozen AIDC IT anchor,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\v37\aidc_materializer.py,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_FINAL_IEEE123_AIDC_SCALE.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SCALING_METHOD_FREEZE.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3i_semiempirical_h100_gpu_slot_power_bridge\V35R3I_FROZEN_AIDC_POWER_SCALE_AUDIT.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3j_aidc_it_scale_consistency_freeze\V35R3J_SCALE_METHOD_DECISION.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SOURCE_REVERIFICATION.json,S_MEL11_DLR_HISTORICAL_2020; stored source registry / parameter authority hashes; no downloaded-source SHA when registry null,V22S / V22SR1,V41R4 May 2025,YES,Methods / Melbourne-informed equivalent scale,Not measured site electricity or an actual connection map. Retain recorded source grade B_ARCHIVED_OPERATOR_ORIGIN_MATERIAL. Published estimates/nameplates can be secondary evidence; do not relabel them as operator metering.,CODE_AND_ARTIFACT_BINDING,EXTERNAL_PUBLISHED_PARAMETER,PARAMETER_VALIDATION
PS12,Micron21 Melbourne Australia - Specs [S_MICRON_DCM],D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json,Micron21 Melbourne Australia - Specs,https://www.datacentermap.com/australia/melbourne/micron21-melbourne-datacentre/specs/,PUBLISHED_CAPACITY_OR_UTILITY_FORECAST_PARAMETER,MODEL_PARAMETER_OR_VALIDATION,YES,AIDC02 IT-equivalent capacity 2.0 MW,INDIRECT_SOFTWARE_OR_ENGINEERING_PARAMETER,V22SR1 harmonized capacities / unique-host forecast denominator → rho → frozen AIDC IT anchor,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\v37\aidc_materializer.py,D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_FINAL_IEEE123_AIDC_SCALE.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SCALING_METHOD_FREEZE.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3i_semiempirical_h100_gpu_slot_power_bridge\V35R3I_FROZEN_AIDC_POWER_SCALE_AUDIT.json | C:\codex_mobileess_workspace\MobileESS_v35r3j_aidc_scale_freeze\dayahead\artifacts\v35r3j_aidc_it_scale_consistency_freeze\V35R3J_SCALE_METHOD_DECISION.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_melbourne_12site_scale\V22S_12SITE_SOURCE_REGISTRY.json | D:\ChatGPT\Mobile ESS 2\v41r4_final_results_pr\dayahead\artifacts\v22s_r1_final_operating_scale\V22SR1_SOURCE_REVERIFICATION.json,S_MICRON_DCM; stored source registry / parameter authority hashes; no downloaded-source SHA when registry null,V22S / V22SR1,V41R4 May 2025,YES,Methods / Melbourne-informed equivalent scale,Not measured site electricity or an actual connection map. Retain recorded source grade F. Published estimates/nameplates can be secondary evidence; do not relabel them as operator metering.,CODE_AND_ARTIFACT_BINDING,EXTERNAL_PUBLISHED_PARAMETER,PARAMETER_VALIDATION
