track,feature_name,source,raw_timestamp,available_at_forecast_origin,aggregation_window,latest_bin_right_edge_minutes_from_t0,future_dependency,leakage_classification,rule,additional_dependencies,upstream_cohort_caveat,builder
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_requested_gpus_2016,arriving_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-10080m,t0-10075m) or queued point at left edge",-10075,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_flexible_gpu_hours_F30_0001,arriving_flexible_gpu_hours_F30,submit_time/start_time/end_time or timestamp_utc,False,"bin [t0-5m,t0-0m) or queued point at left edge",0,True,FUTURE_LEAKAGE,"Realized full runtime at submission bin; no completion-availability mask, even for lagged marks",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_flexible_gpu_hours_F30_0002,arriving_flexible_gpu_hours_F30,submit_time/start_time/end_time or timestamp_utc,False,"bin [t0-10m,t0-5m) or queued point at left edge",-5,True,FUTURE_LEAKAGE,"Realized full runtime at submission bin; no completion-availability mask, even for lagged marks",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_flexible_gpu_hours_F30_0003,arriving_flexible_gpu_hours_F30,submit_time/start_time/end_time or timestamp_utc,False,"bin [t0-15m,t0-10m) or queued point at left edge",-10,True,FUTURE_LEAKAGE,"Realized full runtime at submission bin; no completion-availability mask, even for lagged marks",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_flexible_gpu_hours_F30_0006,arriving_flexible_gpu_hours_F30,submit_time/start_time/end_time or timestamp_utc,False,"bin [t0-30m,t0-25m) or queued point at left edge",-25,True,FUTURE_LEAKAGE,"Realized full runtime at submission bin; no completion-availability mask, even for lagged marks",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_flexible_gpu_hours_F30_0012,arriving_flexible_gpu_hours_F30,submit_time/start_time/end_time or timestamp_utc,False,"bin [t0-60m,t0-55m) or queued point at left edge",-55,True,FUTURE_LEAKAGE,"Realized full runtime at submission bin; no completion-availability mask, even for lagged marks",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_flexible_gpu_hours_F30_0024,arriving_flexible_gpu_hours_F30,submit_time/start_time/end_time or timestamp_utc,False,"bin [t0-120m,t0-115m) or queued point at left edge",-115,True,FUTURE_LEAKAGE,"Realized full runtime at submission bin; no completion-availability mask, even for lagged marks",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_flexible_gpu_hours_F30_0048,arriving_flexible_gpu_hours_F30,submit_time/start_time/end_time or timestamp_utc,False,"bin [t0-240m,t0-235m) or queued point at left edge",-235,True,FUTURE_LEAKAGE,"Realized full runtime at submission bin; no completion-availability mask, even for lagged marks",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_flexible_gpu_hours_F30_0288,arriving_flexible_gpu_hours_F30,submit_time/start_time/end_time or timestamp_utc,False,"bin [t0-1440m,t0-1435m) or queued point at left edge",-1435,True,FUTURE_LEAKAGE,"Realized full runtime at submission bin; no completion-availability mask, even for lagged marks",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_flexible_gpu_hours_F30_0576,arriving_flexible_gpu_hours_F30,submit_time/start_time/end_time or timestamp_utc,False,"bin [t0-2880m,t0-2875m) or queued point at left edge",-2875,True,FUTURE_LEAKAGE,"Realized full runtime at submission bin; no completion-availability mask, even for lagged marks",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_arriving_flexible_gpu_hours_F30_2016,arriving_flexible_gpu_hours_F30,submit_time/start_time/end_time or timestamp_utc,False,"bin [t0-10080m,t0-10075m) or queued point at left edge",-10075,True,FUTURE_LEAKAGE,"Realized full runtime at submission bin; no completion-availability mask, even for lagged marks",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_job_count_0001,queued_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-5m,t0-0m) or queued point at left edge",-5,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_job_count_0002,queued_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-10m,t0-5m) or queued point at left edge",-10,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_job_count_0003,queued_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-15m,t0-10m) or queued point at left edge",-15,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_job_count_0006,queued_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-30m,t0-25m) or queued point at left edge",-30,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_job_count_0012,queued_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-60m,t0-55m) or queued point at left edge",-60,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_job_count_0024,queued_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-120m,t0-115m) or queued point at left edge",-120,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_job_count_0048,queued_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-240m,t0-235m) or queued point at left edge",-240,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_job_count_0288,queued_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-1440m,t0-1435m) or queued point at left edge",-1440,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_job_count_0576,queued_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-2880m,t0-2875m) or queued point at left edge",-2880,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_job_count_2016,queued_job_count,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-10080m,t0-10075m) or queued point at left edge",-10080,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_requested_gpus_0001,queued_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-5m,t0-0m) or queued point at left edge",-5,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_requested_gpus_0002,queued_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-10m,t0-5m) or queued point at left edge",-10,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_requested_gpus_0003,queued_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-15m,t0-10m) or queued point at left edge",-15,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_requested_gpus_0006,queued_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-30m,t0-25m) or queued point at left edge",-30,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_requested_gpus_0012,queued_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-60m,t0-55m) or queued point at left edge",-60,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_requested_gpus_0024,queued_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-120m,t0-115m) or queued point at left edge",-120,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_requested_gpus_0048,queued_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-240m,t0-235m) or queued point at left edge",-240,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_requested_gpus_0288,queued_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-1440m,t0-1435m) or queued point at left edge",-1440,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_requested_gpus_0576,queued_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-2880m,t0-2875m) or queued point at left edge",-2880,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_queued_requested_gpus_2016,queued_requested_gpus,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-10080m,t0-10075m) or queued point at left edge",-10080,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_running_job_equivalents_0001,running_job_equivalents,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-5m,t0-0m) or queued point at left edge",0,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_running_job_equivalents_0002,running_job_equivalents,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-10m,t0-5m) or queued point at left edge",-5,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_running_job_equivalents_0003,running_job_equivalents,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-15m,t0-10m) or queued point at left edge",-10,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_running_job_equivalents_0006,running_job_equivalents,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-30m,t0-25m) or queued point at left edge",-25,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_running_job_equivalents_0012,running_job_equivalents,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-60m,t0-55m) or queued point at left edge",-55,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_running_job_equivalents_0024,running_job_equivalents,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-120m,t0-115m) or queued point at left edge",-115,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_running_job_equivalents_0048,running_job_equivalents,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-240m,t0-235m) or queued point at left edge",-235,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_running_job_equivalents_0288,running_job_equivalents,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-1440m,t0-1435m) or queued point at left edge",-1435,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_running_job_equivalents_0576,running_job_equivalents,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-2880m,t0-2875m) or queued point at left edge",-2875,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,lag_running_job_equivalents_2016,running_job_equivalents,submit_time/start_time/end_time or timestamp_utc,True,"bin [t0-10080m,t0-10075m) or queued point at left edge",-10075,False,LAGGED_AVAILABLE,Past bin or queue point; conditional on terminal-filtered retrospective cohort,,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,roll0003_mean_total_avg_active_gpus,total_avg_active_gpus,submit_time/start_time/end_time or timestamp_utc,False,2 preceding rows through CURRENT ROW,5,True,FUTURE_LEAKAGE,"Current bin is [t0,t0+5m); complete bin value is after literal forecast origin",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,roll0003_max_total_avg_active_gpus,total_avg_active_gpus,submit_time/start_time/end_time or timestamp_utc,False,2 preceding rows through CURRENT ROW,5,True,FUTURE_LEAKAGE,"Current bin is [t0,t0+5m); complete bin value is after literal forecast origin",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,roll0003_stddev_pop_total_avg_active_gpus,total_avg_active_gpus,submit_time/start_time/end_time or timestamp_utc,False,2 preceding rows through CURRENT ROW,5,True,FUTURE_LEAKAGE,"Current bin is [t0,t0+5m); complete bin value is after literal forecast origin",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,roll0012_mean_total_avg_active_gpus,total_avg_active_gpus,submit_time/start_time/end_time or timestamp_utc,False,11 preceding rows through CURRENT ROW,5,True,FUTURE_LEAKAGE,"Current bin is [t0,t0+5m); complete bin value is after literal forecast origin",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,roll0012_max_total_avg_active_gpus,total_avg_active_gpus,submit_time/start_time/end_time or timestamp_utc,False,11 preceding rows through CURRENT ROW,5,True,FUTURE_LEAKAGE,"Current bin is [t0,t0+5m); complete bin value is after literal forecast origin",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,roll0012_stddev_pop_total_avg_active_gpus,total_avg_active_gpus,submit_time/start_time/end_time or timestamp_utc,False,11 preceding rows through CURRENT ROW,5,True,FUTURE_LEAKAGE,"Current bin is [t0,t0+5m); complete bin value is after literal forecast origin",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,roll0048_mean_total_avg_active_gpus,total_avg_active_gpus,submit_time/start_time/end_time or timestamp_utc,False,47 preceding rows through CURRENT ROW,5,True,FUTURE_LEAKAGE,"Current bin is [t0,t0+5m); complete bin value is after literal forecast origin",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,roll0048_max_total_avg_active_gpus,total_avg_active_gpus,submit_time/start_time/end_time or timestamp_utc,False,47 preceding rows through CURRENT ROW,5,True,FUTURE_LEAKAGE,"Current bin is [t0,t0+5m); complete bin value is after literal forecast origin",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,roll0048_stddev_pop_total_avg_active_gpus,total_avg_active_gpus,submit_time/start_time/end_time or timestamp_utc,False,47 preceding rows through CURRENT ROW,5,True,FUTURE_LEAKAGE,"Current bin is [t0,t0+5m); complete bin value is after literal forecast origin",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
A and B (all LGBM heads); B15 persistence only uses current state,roll0288_mean_total_avg_active_gpus,total_avg_active_gpus,submit_time/start_time/end_time or timestamp_utc,False,287 preceding rows through CURRENT ROW,5,True,FUTURE_LEAKAGE,"Current bin is [t0,t0+5m); complete bin value is after literal forecast origin",,"Only terminal COMPLETED, valid-runtime, non-standby jobs were retained globally; queue/arrival history is not a complete live population",dayahead/artifacts/v40p_lightgbm_forecast_forensic/source_snapshots/kestrel_stage_k5a_ml_dataset_modular_v101/src/kestrel_k5a/features.py
